883	0.073
888	0.122
893	0.118
898	0.12
903	0.134
908	0.137
913	0.136
918	0.141
923	0.136
928	0.138
933	0.14
938	0.148
943	0.149
948	0.153
953	0.149
958	0.15
963	0.156
968	0.152
973	0.162
978	0.16
983	0.158
988	0.162
993	0.159
998	0.166
1003	0.161
1008	0.162
1013	0.163
1018	0.164
1023	0.166
1028	0.169
1033	0.164
1038	0.171
1043	0.175
1048	0.17
1053	0.174
1058	0.175
1063	0.171
1068	0.171
1073	0.176
1078	0.171
1083	0.175
1088	0.173
1093	0.178
1098	0.178
1103	0.182
1108	0.182
1113	0.176
1118	0.176
1123	0.18
1128	0.18
1133	0.183
1138	0.183
1143	0.178
1148	0.178
1153	0.176
1158	0.18
1163	0.18
1168	0.181
1173	0.183
1178	0.183
1183	0.183
1188	0.183
1193	0.18
1198	0.18
1203	0.185
1208	0.185
1213	0.185
1218	0.185
1223	0.177
1228	0.177
1233	0.185
1238	0.185
1243	0.185
1248	0.185
1253	0.187
1258	0.187
1263	0.181
1268	0.18
1273	0.183
1278	0.183
1283	0.188
1288	0.188
1293	0.182
1298	0.182
1303	0.19
1308	0.19
1313	0.186
1318	0.186
1323	0.18
1328	0.18
1333	0.189
1338	0.189
1343	0.188
1348	0.188
1353	0.186
1358	0.186
1363	0.189
1368	0.189
1373	0.183
1378	0.183
1383	0.186
1388	0.186
1393	0.182
1398	0.182
1403	0.191
1408	0.191
1413	0.188
1418	0.188
1423	0.189
1428	0.189
1433	0.19
1438	0.19
1443	0.189
1448	0.189
1453	0.189
1458	0.189
1463	0.189
1468	0.189
1473	0.187
1478	0.187
1483	0.182
1488	0.182
1493	0.194
1498	0.194
1503	0.188
1508	0.188
1513	0.188
1518	0.188
1523	0.185
1528	0.186
1533	0.192
1538	0.192
1543	0.194
1548	0.194
1553	0.188
1558	0.188
1563	0.193
1568	0.193
1573	0.193
1578	0.193
1583	0.185
1588	0.185
1593	0.195
1598	0.195
1603	0.193
1608	0.193
1613	0.187
1618	0.187
1623	0.19
1628	0.19
1633	0.19
1638	0.19
1643	0.19
1648	0.19
1653	0.193
1658	0.193
1663	0.189
1668	0.189
1673	0.189
1678	0.189
1683	0.189
1688	0.189
1693	0.191
1698	0.191
1703	0.193
1708	0.193
1713	0.189
1718	0.189
1723	0.19
1728	0.19
1733	0.192
1738	0.192
1743	0.193
1748	0.193
1753	0.187
1758	0.187
1763	0.188
1768	0.188
1773	0.194
1778	0.194
1783	0.188
1788	0.188
1793	0.196
1798	0.196
1803	0.193
1808	0.193
1813	0.192
1818	0.192
1823	0.191
1828	0.191
1833	0.19
1838	0.19
1843	0.196
1848	0.196
1853	0.195
1858	0.195
1863	0.192
1868	0.192
1873	0.188
1878	0.188
1883	0.198
1888	0.198
1893	0.19
1898	0.19
1903	0.188
1908	0.188
1913	0.188
1918	0.188
1923	0.194
1928	0.192
1933	0.19
1938	0.19
1943	0.194
1948	0.194
1953	0.189
1958	0.189
1963	0.191
1968	0.191
1973	0.193
1978	0.193
1983	0.191
1988	0.191
1993	0.194
1998	0.194
2003	0.195
2008	0.195
2013	0.19
2018	0.19
2023	0.193
2028	0.193
2033	0.193
2038	0.193
2043	0.19
2048	0.19
2053	0.188
2058	0.188
2063	0.197
2068	0.197
2073	0.192
2078	0.192
2083	0.196
2088	0.196
2093	0.19
2098	0.19
2103	0.191
2108	0.191
2113	0.191
2118	0.191
2123	0.191
2128	0.191
2133	0.193
2138	0.193
2143	0.194
2148	0.194
2153	0.19
2158	0.19
2163	0.193
2168	0.193
2173	0.193
2178	0.193
2183	0.198
2188	0.198
2193	0.191
2198	0.191
2203	0.195
2208	0.195
2213	0.191
2218	0.191
2223	0.197
2228	0.197
2233	0.191
2238	0.191
2243	0.189
2248	0.189
2253	0.193
2258	0.193
2263	0.191
2268	0.191
2273	0.192
2278	0.192
2283	0.195
2288	0.195
2293	0.194
2298	0.194
2303	0.193
2308	0.193
2313	0.196
2318	0.196
2323	0.198
2328	0.198
2333	0.195
2338	0.195
2343	0.19
2348	0.19
2353	0.196
2358	0.196
2363	0.196
2368	0.196
2373	0.19
2378	0.19
2383	0.195
2388	0.195
2393	0.196
2398	0.196
2403	0.192
2408	0.192
2413	0.194
2418	0.194
2423	0.191
2428	0.195
2433	0.195
2438	0.195
2443	0.188
2448	0.188
2453	0.188
2458	0.188
2463	0.195
2468	0.195
2473	0.191
2478	0.191
2483	0.197
2488	0.197
2493	0.19
2498	0.19
2503	0.193
2508	0.193
2513	0.195
2518	0.195
2523	0.193
2528	0.193
2533	0.191
2538	0.191
2543	0.198
2548	0.198
2553	0.19
2558	0.19
2563	0.188
2568	0.188
2573	0.192
2578	0.192
2583	0.19
2588	0.19
2593	0.191
2598	0.191
2603	0.196
2608	0.196
2613	0.192
2618	0.192
2623	0.191
2628	0.194
2633	0.19
2638	0.19
2643	0.191
2648	0.189
2653	0.194
2658	0.192
2663	0.194
2668	0.194
2673	0.187
2678	0.187
2683	0.193
2688	0.193
2693	0.197
2698	0.197
2703	0.194
2708	0.194
2713	0.189
2718	0.189
2723	0.191
2728	0.191
2733	0.191
2738	0.191
2743	0.19
2748	0.19
2753	0.191
2758	0.191
2763	0.19
2768	0.19
2773	0.191
2778	0.191
2783	0.191
2788	0.191
2793	0.191
2798	0.191
2803	0.188
2808	0.188
2813	0.19
2818	0.19
2823	0.19
2828	0.19
2833	0.189
2838	0.189
2843	0.191
2848	0.191
2853	0.191
2858	0.191
2863	0.188
2868	0.188
2873	0.192
2878	0.192
2883	0.19
2888	0.19
2893	0.192
2898	0.192
2903	0.191
2908	0.191
2913	0.189
2918	0.189
2923	0.196
2928	0.196
2933	0.191
2938	0.191
2943	0.188
2948	0.188
2953	0.189
2958	0.189
2963	0.194
2968	0.194
2973	0.192
2978	0.192
2983	0.192
2988	0.192
2993	0.19
2998	0.19
3003	0.192
3008	0.192
3013	0.188
3018	0.188
3023	0.195
3028	0.195
3033	0.192
3038	0.192
3043	0.189
3048	0.189
3053	0.191
3058	0.191
3063	0.192
3068	0.192
3073	0.191
3078	0.191
3083	0.192
3088	0.192
3093	0.189
3098	0.189
3103	0.195
3108	0.195
3113	0.19
3118	0.19
3123	0.196
3128	0.196
3133	0.191
3138	0.191
3143	0.192
3148	0.192
3153	0.195
3158	0.195
3163	0.191
3168	0.191
3173	0.193
3178	0.193
3183	0.189
3188	0.194
3193	0.196
3198	0.196
3203	0.19
3208	0.19
3213	0.194
3218	0.194
3223	0.19
3228	0.19
3233	0.192
3238	0.192
3243	0.19
3248	0.19
3253	0.192
3258	0.192
3263	0.191
3268	0.191
3273	0.191
3278	0.191
3283	0.19
3288	0.192
3293	0.192
3298	0.192
3303	0.191
3308	0.191
3313	0.187
3318	0.187
3323	0.192
3328	0.192
3333	0.189
3338	0.189
3343	0.191
3348	0.191
3353	0.19
3358	0.19
3363	0.189
3368	0.189
3373	0.195
3378	0.195
3383	0.191
3388	0.191
3393	0.193
3398	0.193
3403	0.189
3408	0.189
3413	0.187
3418	0.187
3423	0.191
3428	0.191
3433	0.19
3438	0.19
3443	0.191
3448	0.191
3453	0.188
3458	0.188
3463	0.189
3468	0.189
3473	0.19
3478	0.19
3483	0.188
3488	0.188
3493	0.188
3498	0.188
3503	0.191
3508	0.191
3513	0.191
3518	0.191
3523	0.189
3528	0.189
3533	0.191
3538	0.191
3543	0.192
3548	0.192
3553	0.191
3558	0.191
3563	0.189
3568	0.189
3573	0.191
3578	0.191
3583	0.187
3588	0.187
3593	0.19
3598	0.19
3603	0.192
3608	0.192
3613	0.19
3618	0.19
3623	0.189
3628	0.189
3633	0.189
3638	0.189
3643	0.19
3648	0.19
3653	0.189
3658	0.189
3663	0.188
3668	0.188
3673	0.194
3678	0.194
3683	0.19
3688	0.19
3693	0.192
3698	0.192
3703	0.189
3708	0.189
3713	0.195
3718	0.195
3723	0.199
3728	0.199
3733	0.195
3738	0.195
3743	0.192
3748	0.191
3753	0.192
3758	0.192
3763	0.192
3768	0.192
3773	0.191
3778	0.191
3783	0.191
3788	0.191
3793	0.194
3798	0.194
3803	0.19
3808	0.19
3813	0.191
3818	0.191
3823	0.192
3828	0.192
3833	0.192
3838	0.192
3843	0.193
3848	0.193
3853	0.192
3858	0.192
3863	0.191
3868	0.191
3873	0.191
3878	0.191
3883	0.191
3888	0.191
3893	0.191
3898	0.191
3903	0.191
3908	0.191
3913	0.195
3918	0.195
3923	0.193
3928	0.193
3933	0.19
3938	0.19
3943	0.188
3948	0.188
3953	0.192
3958	0.192
3963	0.191
3968	0.191
3973	0.189
3978	0.189
3983	0.196
3988	0.191
3993	0.193
3998	0.193
4003	0.189
4008	0.189
4013	0.191
4018	0.191
4023	0.19
4028	0.19
4033	0.191
4038	0.191
4043	0.195
4048	0.195
4053	0.192
4058	0.192
4063	0.191
4068	0.191
4073	0.194
4078	0.194
4083	0.193
4088	0.193
4093	0.192
4098	0.192
4103	0.187
4108	0.187
4113	0.191
4118	0.191
4123	0.192
4128	0.192
4133	0.192
4138	0.192
4143	0.19
4148	0.19
4153	0.192
4158	0.192
4163	0.193
4168	0.193
4173	0.188
4178	0.188
4183	0.195
4188	0.195
4193	0.19
4198	0.19
4203	0.191
4208	0.191
4213	0.193
4218	0.193
4223	0.191
4228	0.191
4233	0.199
4238	0.199
4243	0.201
4248	0.201
4253	0.206
4258	0.206
4263	0.206
4268	0.206
4273	0.195
4278	0.195
4283	0.193
4288	0.193
4293	0.196
4298	0.196
4303	0.195
4308	0.195
4313	0.197
4318	0.197
4323	0.198
4328	0.198
4333	0.205
4338	0.205
4343	0.194
4348	0.194
4353	0.196
4358	0.196
4363	0.194
4368	0.194
4373	0.192
4378	0.192
4383	0.194
4388	0.194
4393	0.193
4398	0.193
4403	0.195
4408	0.195
4413	0.195
4418	0.195
4423	0.19
4428	0.19
4433	0.194
4438	0.194
4443	0.193
4448	0.193
4453	0.196
4458	0.196
4463	0.191
4468	0.191
4473	0.194
4478	0.194
4483	0.195
4488	0.195
4493	0.194
4498	0.194
4503	0.19
4508	0.19
4513	0.192
4518	0.192
4523	0.192
4528	0.192
4533	0.199
4538	0.199
4543	0.2
4548	0.2
4553	0.192
4558	0.192
4563	0.192
4568	0.192
4573	0.194
4578	0.194
4583	0.192
4588	0.192
4593	0.192
4598	0.192
4603	0.188
4608	0.188
4613	0.192
4618	0.192
4623	0.191
4628	0.191
4633	0.193
4638	0.193
4643	0.193
4648	0.193
4653	0.191
4658	0.191
4663	0.192
4668	0.192
4673	0.192
4678	0.192
4683	0.19
4688	0.19
4693	0.192
4698	0.192
4703	0.193
4708	0.193
4713	0.194
4718	0.194
4723	0.192
4728	0.192
4733	0.191
4738	0.191
4743	0.191
4748	0.191
4753	0.193
4758	0.193
4763	0.192
4768	0.192
4773	0.191
4778	0.191
4783	0.192
4788	0.192
4793	0.194
4798	0.194
4803	0.191
4808	0.191
4813	0.192
4818	0.192
4823	0.203
4828	0.203
4833	0.199
4838	0.199
4843	0.193
4848	0.193
4853	0.193
4858	0.193
4863	0.192
4868	0.192
4873	0.191
4878	0.191
4883	0.217
4888	0.217
4893	0.245
4898	0.245
4903	0.246
4908	0.246
4913	0.195
4918	0.195
4923	0.196
4928	0.196
4933	0.193
4938	0.193
4943	0.194
4948	0.194
4953	0.2
4958	0.2
4963	0.195
4968	0.195
4973	0.195
4978	0.195
4983	0.195
4988	0.195
4993	0.191
4998	0.191
5003	0.197
5008	0.197
5013	0.193
5018	0.193
5023	0.19
5028	0.19
5033	0.193
5038	0.193
5043	0.191
5048	0.191
5053	0.19
5058	0.197
5063	0.191
5068	0.191
5073	0.19
5078	0.19
5083	0.193
5088	0.193
5093	0.196
5098	0.188
5103	0.191
5108	0.191
5113	0.19
5118	0.19
5123	0.196
5128	0.196
5133	0.382
5138	0.382
5143	0.31
5148	0.31
5153	0.34
5158	0.34
5163	0.37
5168	0.37
5173	0.387
5178	0.387
5183	0.396
5188	0.396
5193	0.402
5198	0.402
5203	0.4
5208	0.4
5213	0.402
5218	0.402
5223	0.405
5228	0.405
5233	0.409
5238	0.409
5243	0.413
5248	0.413
5253	0.413
5258	0.413
5263	0.414
5268	0.414
5273	0.416
5278	0.416
5283	0.42
5288	0.42
5293	0.42
5298	0.42
5303	0.42
5308	0.42
5313	0.423
5318	0.423
5323	0.425
5328	0.425
5333	0.426
5338	0.426
5343	0.43
5348	0.43
5353	0.429
5358	0.429
5363	0.428
5368	0.428
5373	0.429
5378	0.429
5383	0.43
5388	0.43
5393	0.429
5398	0.429
5403	0.431
5408	0.431
5413	0.431
5418	0.431
5423	0.434
5428	0.434
5433	0.434
5438	0.434
5443	0.432
5448	0.432
5453	0.436
5458	0.436
5463	0.435
5468	0.435
5473	0.437
5478	0.437
5483	0.437
5488	0.437
5493	0.437
5498	0.437
5503	0.436
5508	0.436
5513	0.438
5518	0.438
5523	0.436
5528	0.436
5533	0.44
5538	0.44
5543	0.44
5548	0.44
5553	0.437
5558	0.437
5563	0.439
5568	0.439
5573	0.441
5578	0.441
5583	0.439
5588	0.439
5593	0.439
5598	0.439
5603	0.438
5608	0.438
5613	0.44
5618	0.44
5623	0.438
5628	0.438
5633	0.439
5638	0.439
5643	0.443
5648	0.443
5653	0.438
5658	0.438
5663	0.441
5668	0.441
5673	0.441
5678	0.441
5683	0.442
5688	0.442
5693	0.442
5698	0.442
5703	0.442
5708	0.442
5713	0.444
5718	0.444
5723	0.441
5728	0.441
5733	0.443
5738	0.443
5743	0.442
5748	0.442
5753	0.442
5758	0.442
5763	0.443
5768	0.443
5773	0.443
5778	0.442
5783	0.444
5788	0.444
5793	0.443
5798	0.443
5803	0.442
5808	0.442
5813	0.442
5818	0.442
5823	0.446
5828	0.446
5833	0.445
5838	0.445
5843	0.444
5848	0.444
5853	0.445
5858	0.445
5863	0.444
5868	0.444
5873	0.445
5878	0.445
5883	0.445
5888	0.445
5893	0.443
5898	0.443
5903	0.445
5908	0.445
5913	0.446
5918	0.446
5923	0.445
5928	0.445
5933	0.444
5938	0.444
5943	0.445
5948	0.445
5953	0.445
5958	0.446
5963	0.448
5968	0.448
5973	0.444
5978	0.444
5983	0.444
5988	0.444
5993	0.444
5998	0.444
6003	0.449
6008	0.449
6013	0.446
6018	0.446
6023	0.446
6028	0.446
6033	0.444
6038	0.444
6043	0.445
6048	0.445
6053	0.45
6058	0.45
6063	0.446
6068	0.446
6073	0.446
6078	0.446
6083	0.449
6088	0.449
6093	0.448
6098	0.448
6103	0.446
6108	0.446
6113	0.446
6118	0.446
6123	0.448
6128	0.448
6133	0.448
6138	0.448
6143	0.446
6148	0.446
6153	0.448
6158	0.448
6163	0.446
6168	0.446
6173	0.449
6178	0.449
6183	0.451
6188	0.451
6193	0.448
6198	0.448
6203	0.452
6208	0.452
6213	0.448
6218	0.448
6223	0.448
6228	0.448
6233	0.448
6238	0.448
6243	0.449
6248	0.449
6253	0.445
6258	0.448
6263	0.45
6268	0.45
6273	0.449
6278	0.449
6283	0.452
6288	0.452
6293	0.448
6298	0.448
6303	0.448
6308	0.448
6313	0.446
6318	0.446
6323	0.448
6328	0.448
6333	0.45
6338	0.45
6343	0.448
6348	0.448
6353	0.446
6358	0.446
6363	0.444
6368	0.444
6373	0.445
6378	0.445
6383	0.448
6388	0.448
6393	0.446
6398	0.446
6403	0.449
6408	0.449
6413	0.45
6418	0.45
6423	0.444
6428	0.444
6433	0.449
6438	0.449
6443	0.448
6448	0.448
6453	0.454
6458	0.454
6463	0.449
6468	0.449
6473	0.449
6478	0.449
6483	0.446
6488	0.446
6493	0.448
6498	0.448
6503	0.449
6508	0.451
6513	0.451
6518	0.451
6523	0.451
6528	0.451
6533	0.45
6538	0.45
6543	0.45
6548	0.45
6553	0.45
6558	0.45
6563	0.449
6568	0.449
6573	0.449
6578	0.449
6583	0.45
6588	0.45
6593	0.45
6598	0.45
6603	0.444
6608	0.444
6613	0.445
6618	0.445
6623	0.451
6628	0.451
6633	0.449
6638	0.449
6643	0.446
6648	0.446
6653	0.451
6658	0.451
6663	0.45
6668	0.45
6673	0.446
6678	0.446
6683	0.452
6688	0.453
6693	0.449
6698	0.449
6703	0.449
6708	0.449
6713	0.452
6718	0.452
6723	0.452
6728	0.452
6733	0.45
6738	0.45
6743	0.448
6748	0.448
6753	0.45
6758	0.45
6763	0.448
6768	0.448
6773	0.444
6778	0.444
6783	0.45
6788	0.45
6793	0.452
6798	0.452
6803	0.451
6808	0.451
6813	0.448
6818	0.448
6823	0.449
6828	0.449
6833	0.452
6838	0.452
6843	0.451
6848	0.451
6853	0.453
6858	0.453
6863	0.452
6868	0.452
6873	0.45
6878	0.45
6883	0.45
6888	0.45
6893	0.458
6898	0.458
6903	0.451
6908	0.451
6913	0.451
6918	0.451
6923	0.45
6928	0.45
6933	0.452
6938	0.452
6943	0.451
6948	0.451
6953	0.449
6958	0.449
6963	0.446
6968	0.446
6973	0.454
6978	0.454
6983	0.45
6988	0.45
6993	0.452
6998	0.452
7003	0.452
7008	0.452
7013	0.452
7018	0.452
7023	0.452
7028	0.452
7033	0.45
7038	0.45
7043	0.452
7048	0.452
7053	0.45
7058	0.45
7063	0.452
7068	0.452
7073	0.452
7078	0.452
7083	0.45
7088	0.45
7093	0.454
7098	0.454
7103	0.45
7108	0.45
7113	0.45
7118	0.45
7123	0.452
7128	0.452
7133	0.445
7138	0.445
7143	0.453
7148	0.453
7153	0.445
7158	0.445
7163	0.452
7168	0.452
7173	0.451
7178	0.451
7183	0.45
7188	0.45
7193	0.449
7198	0.449
7203	0.451
7208	0.451
7213	0.446
7218	0.446
7223	0.453
7228	0.453
7233	0.45
7238	0.45
7243	0.455
7248	0.455
7253	0.45
7258	0.45
7263	0.453
7268	0.453
7273	0.45
7278	0.45
7283	0.451
7288	0.451
7293	0.452
7298	0.452
7303	0.453
7308	0.453
7313	0.453
7318	0.453
7323	0.452
7328	0.452
7333	0.452
7338	0.452
7343	0.452
7348	0.452
7353	0.452
7358	0.452
7363	0.452
7368	0.452
7373	0.45
